id,name,address,reviewcnt,rate,price,phone,cuisine,score
2YKdaFDo9Z2Mhv9bY12dKw,Chef Mike's Rodizio Grill,35 Androvette St Staten Island NY 10309,39,3.5,3,(929) 407-6006,American (Traditional),0
2YPmpAaue_v1t0tb1PoHWw,The Brass Rail,135 Washington St Hoboken NJ 07030,386,3.5,2,(201) 659-7074,American (New),0
2ZBEE_MJeRdLD1NLiNTnCQ,Thailand's Center Point,63-19 39th Ave Woodside NY 11377,159,4,2,(718) 651-6888,Thai,0
2_kvHYO8YDZoepinusLpqw,The House,121 E 17th St New York NY 10003,347,3.5,3,(212) 353-2121,American (New),0
2_nVLc_2SjdD6-w1gEcyzg,El Burrito Grill,4101 N Bellflower Blvd Long Beach CA 90808,278,3.5,1,(562) 421-9400,Mexican,0
2_oy2iBeT0Rg-oz4f0GF1A,The Jeffrey Craft Beer & Bites,311 E 60th St New York NY 10022,562,4,2,(212) 355-2337,Bars,0
2aQqDNmNWTppd1sGZrJXrw,Donna Bell's Bake Shop,301 W 49th St New York NY 10019,285,4,1,(212) 582-8463,Coffee & Tea,0
2ayKMqyLA1RgvethEL_49A,Starbucks,55 Liberty St New York NY 10005,29,2.5,2,(212) 227-4164,Coffee & Tea,0
2bNr4ghmQHI74AeS7c_7kg,Havana Alma De Cuba,94 Christopher St New York NY 10014,754,3.5,2,(212) 242-3800,Latin American,0
2bU61wWiUKDDDBTmtdlfBw,Rapid Park,40 State St Brooklyn NY 11201,1,1,0,(718) 624-5955,Parks,0
2bd6jIR3ekzlqwMaiaRj4Q,BKLYN Larder,228 Flatbush Ave Brooklyn NY 11217,245,4,2,(718) 783-1250,Cheese Shops,0
2buX7P8YIqcrHSKtqwm92g,Kossar's,367 Grand St New York NY 10002,377,3.5,1,(212) 473-4810,Bakeries,0
2c-WVw1SiBtqP2yT_r5J7Q,Claim Jumper,6501 E Pacific Coast Hwy Long Beach CA 90803,451,3.5,2,(562) 431-1321,American (Traditional),0
2cQO_dh2A9y5MeZgMnikSg,Dunkin Donuts,200 Fulton St Mezzanine Level New York NY 10038,8,3,1,,Donuts,0
2ds0ggRpf35-3UI3c4aBnw,SriPraPhai Thai Restaurant,280 Hillside Ave Williston Park NY 11596,412,3.5,2,(516) 280-3779,Thai,0
2eYv0SVE_ydSRERt0fP6EA,Lim Fong's Delight III,798 Woodlane Rd Westampton NJ 08060,18,3,1,(609) 261-1801,Chinese,0
2edUZlUmc1DMozucgtkFRQ,Pizza Cotta Bene,291 3rd Ave Brooklyn NY 11215,169,4,2,(718) 722-7200,Pizza,0
2ev7_7be5HVGfYJCEKEOgw,Nagoya,25-73 Francis Lewis Blvd Flushing NY 11358,48,3.5,2,(718) 281-0188,Sushi Bars,0
2f-qNpdVJl2h9L6SHYuICA,Havana Cafe,3151 E Tremont Ave Bronx NY 10461,620,4,2,(718) 518-1800,Cuban,0
2f0EWTvp3YDtGNKEEXKKhA,Naruto Ramen,1596 3rd Ave New York NY 10128,803,3.5,2,(212) 289-7803,Ramen,1
2fJon5guzOt7oeB5Hg-eZg,La Grotta Ristorante,25412 Northern Blvd Little Neck NY 11362,45,4,2,(718) 224-8899,Italian,0
2gZf5331uqv6j2hq5Llglw,Mod Cup Truck,2 Exchange Pl Jersey City NJ 07302,15,3.5,4,(201) 798-1666,Food Trucks,0
2ggi1luerd3Mf_C82JvCYg,Grimaldi's,1 Front St Brooklyn NY 11201,4222,3.5,2,(718) 858-4300,Pizza,1
2hHlAxt4gsfMUkG48pXXKw,Loopy Doopy Rooftop Bar,102 N End Ave Conrad New York Hotel New York NY 10282,529,3.5,3,(646) 769-4250,Lounges,0
2hPBnt2OkrvnbLTBlDgLpQ,88 Canteen,58-46 Main St Flushing NY 11355,90,3.5,1,(718) 886-1555,Taiwanese,0
2hahF6lIUfVaNVNZtgK2eg,Zidetto,Fulton St 110 New York NY 10038,2,4.5,0,,Cafes,0
2iW5TU4W0BN8LYBzVmO9Qw,The Honeywell,3604 Broadway New York NY 10031,66,4.5,2,(646) 861-0489,Cocktail Bars,0
2iaf46aNyLA0yKn5vmOPJg,B45 China Express Inc,88 E Broadway B45 New York NY 10002,1,3,0,(212) 431-3555,Dim Sum,0
2jOmLcfVsSScZCzlCFR4mw,Casa Pepe,114 Bay Ridge Ave Brooklyn NY 11220,134,3,2,(718) 833-8865,Spanish,0
2jbu_xi_FEghI37kPG5LzA,McDonald's,1660 State Hwy 38 Mount Holly NJ 08060,9,2.5,1,(609) 261-4842,Burgers,0
2k7rsvuqS1XWpEkkO4NhuA,Rasselbock Kitchen & Beer Garden,4020 Atlantic Ave Long Beach CA 90807,229,4,2,(562) 912-4949,German,0
2ktD7BNGRc4FWMqNnwVv_g,Ariemma's Italian Deli,1791 Hylan Blvd Staten Island NY 10305,48,4.5,1,(718) 979-2630,Delis,0
2l6f0IXKZkxyq0L4EaoaFQ,The Butcher's Daughter,19 Kenmare St New York NY 10012,900,3.5,2,(212) 219-3434,Juice Bars & Smoothies,0
2lOF2K5CoZ1QqmfRNF_mcA,Ryan's Daughter,350 E 85th St New York NY 10028,214,4,2,(212) 628-2613,Pubs,0
2mzyXxnstSPcpDS3u5g_7w,Park Avenue Autumn/Winter/Spring/Summer,360 Park Ave S New York NY 10010,655,4,3,(212) 951-7111,American (New),0
2n01u4yKfIrWuOzRVvIZmw,Crif Dogs,113 Saint Marks Pl New York NY 10009,1975,4,1,(212) 614-2728,Hot Dogs,1
2nSa7gHCMVLmklnejrAvMw,South Beach,Father Capodanno Blvd & Sand Ln Staten Island NY 10301,36,3,0,(718) 816-6804,Parks,0
2o3xF6DnHDfZ3k1mPioh4A,Townhouse 275,275 94th St Brooklyn NY 11209,46,4.5,2,(347) 560-4001,Cocktail Bars,0
2oScriyUCdE426Kgv0DC9w,Bluestockings,172 Allen St New York NY 10002,156,4.5,2,(212) 777-6028,Coffee & Tea,0
2oTv1oZ5qF43P2K8DkDtyg,Resorts World Casino New York City,110-00 Rockaway Blvd Jamaica NY 11420,425,2.5,2,(718) 215-2828,Casinos,0
2omGjYIPB0N8oNwws6ZdJA,SPiN,48 E 23rd St New York NY 10010,405,4,2,(212) 982-8802,Sports Clubs,0
2qPxJJXTBk6PEsf9q3QAOQ,New Garden Restaurant,99 Main St Port Washington NY 11050,34,3.5,2,(516) 883-5460,Chinese,0
2q_ZQOIj-pRBIgpGtWqXGA,Luigi Pizza,10402 Atlantic Ave Jamaica NY 11416,33,4.5,1,(718) 441-4434,Pizza,0
2rqb2T5IS2D7A6UB5QwNKw,Yun Nan Flavor Garden,5121 8th Ave Brooklyn NY 11220,222,4,1,(718) 633-3090,Chinese,0
2rrJ-7S_3ibvj1Z7-CWzVg,2nd Ave Smoke Shop,68 2nd Ave New York NY 10003,9,4.5,4,(212) 253-0848,Tobacco Shops,1
2tPFIQsuvcS-T0r7NtaKAg,John & Joe's Pizzeria,749 Lydig Ave Bronx NY 10462,138,4,1,(718) 409-9776,Pizza,0
2tTUnW5filzR3YG-G7rZ0w,Benyam Ethiopian Cuisine,2795 Frederick Douglas Blvd New York NY 10039,33,4.5,2,(212) 510-7353,Ethiopian,0
2uHca0X0oqy4J1P0CdHZaQ,Polish Delicious,337 Sand Ln Staten Island NY 10305,5,3,2,(718) 524-0101,Polish,0
2vvhZrQPQag-3KMQWjldOg,Five Guys,6650 E Pacific Coast Hwy Long Beach CA 90803,184,3,1,(562) 596-9176,Burgers,0
2wQsfQkorp9L03vPEFAZJw,Hudson Clearwater,447 Hudson St New York NY 10014,471,4,3,(212) 989-3255,American (New),0
2xQmBB6w-W6lxiex80fA9A,Luigi's Pizzeria,326 Dekalb Ave Brooklyn NY 11205,207,4.5,1,(718) 783-2430,Pizza,0
2xxX3t7ykIlyoaOXZdRZNw,Bagel World,339 5th Ave Brooklyn NY 11215,168,4.5,1,(718) 499-1143,Bagels,0
2zVnxzhTpguI7JDmN5paLw,Malverne Delicatessen,255 Hempstead Ave Malverne NY 11565,31,4,2,(516) 599-2443,Delis,0
2zWDqKAq8B3rC5ydFFrN1g,Sangria 71,71 Hillside Ave Williston Park NY 11596,254,4,2,(516) 246-9778,Spanish,0
3-Ax6cyOX0RJznZqkmmTaA,Naples Canals,Long Beach CA 90899,52,4.5,0,,Local Flavor,0
3-LaeEo0CN2lv3sqyQYKeA,Maynila,3555 Victory Blvd Staten Island NY NY 10314,6,4,1,(718) 494-0316,Filipino,0
3-V_t6VGlYvP9mr05AGeOg,Ralph's Diner,21-23 Mott Ave Far Rockaway NY 11691,9,4,1,(718) 327-9724,Coffee & Tea,0
3-zKo_PtOumBujRMaDBreg,Handy's Smoke House Meats & Delicacies,4149 Long Beach Blvd Long Beach CA 90807,148,4.5,2,(562) 424-8300,Smokehouse,0
3004g82RXwKoqaenSqBVEg,George Keeley,485 Amsterdam Ave New York NY 10024,308,4,2,(212) 873-0251,Pubs,0
301PydNifTta-G3YvnK4ZA,Wateredge Cafe,1 Richmond Ter Ste 1 Staten Island NY 10301,6,2,4,(718) 273-9233,Cafes,0
305E2-X5frgCDyyvy3mXzw,You Chun,133 Broad Ave Palisades Park NJ 07650,145,4,2,(201) 363-1950,Korean,0
30zUIrVeLB8KSZqd4kx1RA,Iron Horse NYC,32 Cliff St New York NY 10038,346,4,1,(646) 546-5426,Dive Bars,0
31TrJKdec_yiEFj0OaIQmA,Shipmates Restaurant & Sports Bar,11424 South St Cerritos CA 90703,402,4,2,(562) 924-3211,Sports Bars,0
31XD1NbLOoZ-cclsfdf97Q,El Nuevo Cibao,172 Smith St Brooklyn NY 11201,141,4,2,(718) 596-1501,Latin American,0
31eahUTJH_xZoK8bTb1KrQ,Nolbu Sushi,14921 41st Ave Flushing NY 11355,20,4.5,1,(718) 661-4076,Korean,0
31n0qHOh87vCkAF-CiCcqg,Grill Time,90 Middle Neck Rd Great Neck NY 11021,38,4,2,(516) 487-2228,Kosher,0
31xawfc2SBQbu9Nspo6qUw,Maoz Vegetarian,38 Union Sq E New York NY 10003,481,4,1,(212) 260-1988,Vegetarian,0
32CvgNcoc5A1lj7ioLzUQQ,Kyma,1446 Old Northern Blvd Roslyn NY 11576,277,4,3,(516) 621-3700,Seafood,0
32VbG_XgkZIuye0PV-BxaA,Zero Otto Nove,15 W 21st St New York NY 10010,388,4,2,(212) 242-0899,Italian,0
32n0plLDa487-CVLY7AHdQ,Bedford on Park,61 East 34th St New York NY 10016,16,3.5,4,(212) 576-1515,Wine Bars,0
32yiaPVXSlYquRxI6_jnAg,Colson Patisserie,374 9th St Brooklyn NY 11215,183,4,2,(718) 965-6400,Coffee & Tea,0
33-gzFrwKaorMCvxR7fTNg,Chat Noir,230 Merrick Rd Rockville Centre NY 11570,274,4,2,(516) 208-8521,Tea Rooms,0
33WOD13M96fLh06VxzRHNQ,Blue Ribbon Fried Chicken - East Village,28 East First St New York NY 10003,682,3.5,2,(212) 228-0404,Chicken Wings,1
33fGxHnVSU3SsALxXij-YQ,La Cuisine,4 Ny Plz Manhattan NY 10004,2,1.5,0,(646) 678-5847,Breakfast & Brunch,0
34-HPDO5GxVlVl4pZ-Bg3w,Kilo,857 9th Ave New York NY 10019,371,4,2,(212) 707-8770,Tapas Bars,0
34LM8_lP8iwizHBu6YgaQQ,El Jeffe,1483 Fulton St Brooklyn NY 11216,97,4.5,2,(347) 365-8919,New Mexican Cuisine,0
35HN2xG8q__XPfPIquy56A,Yummy Sushi House,135-11 38th Ave Flushing NY 11354,44,3.5,1,(646) 331-3119,Sushi Bars,0
35HYCLkNwNQq45tfC8Pe_w,MP Taverna,1363 Old Northern Blvd Roslyn NY 11576,226,3.5,3,(516) 686-6486,American (New),0
35bJdPviyOHhiFHOFStN4Q,Al Humza,629 Richmond Rd Staten Island NY 10304,11,3.5,1,(718) 727-7050,Halal,0
367JyCXTLYT9tlCqy3gGog,De Hot Pot,1127 Washington Ave Brooklyn NY 11225,120,4,1,(347) 240-1180,Trinidadian,0
36Hruo3o2JE6Q2Wdnhy0wA,Rocking Horse Cafe,182 8th Ave St 19 New York NY 10011,560,4,2,(212) 463-9511,Mexican,0
36alIc2sP8AR42lXw5PrXw,The Blind Donkey,149 Linden Ave Ste B100 Long Beach CA 90802,354,4,2,(562) 247-1511,Cocktail Bars,0
36krOhexcsA8Uetoq52A7g,Top of the Rock,30 Rockefeller Ctr New York NY 10112,1451,4.5,0,(212) 698-2000,Landmarks & Historical Buildings,0
37CjXEh5d-fNAMXLFYiumw,Ruby's Diner,6405 E Pacific Coast Hwy Long Beach CA 90803,247,3.5,2,(562) 596-1914,Diners,0
37RhWHnMsnjULuoN95Bg9A,Izzy's Brooklyn Smokehouse,397 Troy Ave Crown Heights NY 11213,90,4.5,3,(347) 425-0524,Kosher,0
37jS1MCzhYaTRb5vGgtT9g,Nova Asian Bistro,1215 Jericho Tpke New Hyde Park NY 11040,155,4,2,(516) 280-8866,Sushi Bars,0
38BjTxRhn8Wi6qDa0hGzBA,Aunt Bella's,4619 Marathon Pkwy Little Neck NY 11362,43,4,2,(718) 225-4700,Italian,0
38xzwE1r5c3Rdow5BEVtHA,Hard Rock Cafe,Yankee Stadium One E 161st St Bronx NY 10451,106,3.5,2,(646) 977-8888,American (Traditional),0
39YhdV_gyvxemOjvM3JAZQ,China Local Cuisine,88 E Broadway New York NY 10002,6,3,1,,Chinese,0
39kyWGFv6WHdX0suzhmEpg,Salvatores of Elmont,312 Meacham Ave Elmont NY 11003,46,4.5,3,(516) 488-8484,Pizza,0
3ATBifUygrKn7Z2nJMV-sw,Wendy's,Jfk Airport Terminal 2 Bldg 54 Jamaica NY 11430,33,2.5,1,(718) 553-7842,Fast Food,0
3BGG2nlFs_TOkRCC2j3m5Q,Tous Les Jours,7 Division St New York NY 10002,66,3.5,1,(212) 966-6777,Bakeries,0
3BHBO_0Fa_FqrnRn9enubw,Highway Deli,6111 173rd St Fresh Meadows NY 11365,13,4,1,(718) 539-8728,Delis,0
3BYgbjo8MtaIyLZMdTxrOQ,Geisha Sushi,3468 Broadway New York NY 10031,291,4,2,(212) 862-7800,Japanese,0
3C6c_zqRz_U2AyeN_7LTsg,Himalayan Yak,72-20 Roosevelt Ave Jackson Heights NY 11372,501,4,2,(718) 779-1119,Himalayan/Nepalese,0
3CMqDrz2fR2uVa8WC9CwJA,Berimbau Do Brasil,43 Carmine St New York NY 10014,366,4,2,(212) 242-2606,Brazilian,0
3D0vnNwtXTenO_8-lsEW5w,Puerto Vallarta,48 Cedar Swamp Rd Glen Cove NY 11542,86,4,2,(516) 277-2900,Mexican,0
3D4DxZAwQvHhfSocMxHsZw,Cachapa Cachapa,1903 Bathgate Ave Bronx NY 10457,28,4,1,(347) 329-0673,Venezuelan,0
3D6UAhoKnF3A03rX_v5ngA,Bacaro,136 Division St New York NY 10002,355,4,3,(212) 941-5060,Italian,0
3DNtS1_3gobrYQBAwDx4DA,Calexico,645 Manhattan Ave Brooklyn NY 11222,630,3.5,2,(347) 763-2129,Mexican,0
3DVKbi5cSLMlmph43RF_kA,LuAnne's Wild Ginger All-Asian Vegan,112 Smith St Brooklyn NY 11201,307,4,2,(718) 858-3880,Asian Fusion,0
3DzF7M3cReaxpRRjYLyEnQ,Soho Bistro,Jfk International Airport Ter 8 Concourse C  Gate 43 Jamaica NY 11430,142,2,2,(718) 656-1012,American (Traditional),0
3ESlPTtjsEsyI5jhJFvBbw,The Porterhouse Brewing Company,36 Water St 58 Pearl St New York NY 10004,82,4,2,(212) 425-7171,Breweries,0
3EXW5gB5dxavsawgYS--vQ,La Nueva Bakery,86-10 37th Ave Jackson Heights NY 11372,105,4.5,1,(718) 507-4785,Bakeries,0
3EhlPwyvvb-tINR_y-q8Xg,Colbeh,75 N Station Plz Great Neck NY 11021,63,3.5,2,(516) 466-8181,Persian/Iranian,0
3F8iIwouuheopVqSRX3a9A,Estrellita Poblana V,240 W 231st St New York NY 10463,108,4,2,(718) 884-3825,Mexican,0
3FJHcL58XRJmz5R5W9tKvA,Manor Restaurant,917 Manor Rd Staten Island NY 10314,42,4,2,(718) 698-4433,American (New),0
3GMHPnrkFAcqffw3T7JSdQ,Kitchen 79,37-70 79th St Jackson Heights NY 11372,436,4.5,2,(718) 803-6227,Thai,0
3GP-tY5GWuOsiYRsycm7Lg,White Star Warren,179 Warren St Jersey City NJ 07302,247,4,2,(201) 209-1900,Burgers,0
3Gz07E5YJjDTJPSuzsAStQ,Ocean Prime,123 W 52nd St New York NY 10019,296,4.5,3,(212) 956-1404,Seafood,0
3Gz07E5YJjDTJPSuzsAStQ,Ocean Prime,123 W 52nd St New York NY 10019,297,4.5,3,(212) 956-1404,Seafood,0
3I2z1ESMSidB6YmOZTkvWQ,Lillian Pizzeria,9601 69th Ave Forest Hills NY 11375,171,4,1,(718) 520-8749,Pizza,0
3Ic4C60oSH1cV2jknUXSjQ,The Flatiron Room,37 W 26th St New York NY 10010,649,4.5,3,(212) 725-3860,Lounges,0
3IjBYkdXARUQXUEBeJ9KLg,Defonte's of Staten Island,95 Water St Staten Island NY 10304,81,4.5,2,(718) 285-4310,Italian,0
3JIx8Oi_Os0RYzoKufLLig,Bangane,16519 Northern Blvd Flushing NY 11358,41,4,2,(718) 762-2799,Korean,0
3Jr_9I2ouYHDNk8XWKdZ3w,Sasabune,401 E 73rd St New York NY 10021,365,4,4,(212) 249-8583,Japanese,0
3K0Stn_FDnQc5B6RdqZaVA,Douglaston Deli,4423 Douglaston Pkwy Douglaston NY 11363,42,4,2,(718) 631-3353,Delis,0
3K7Kc82bhU6-qjAjsBs3Fw,Lao Bei Fang Dumpling House,8305 Broadway Elmhurst NY 11373,490,4,1,(718) 639-3996,Chinese,0
3KxqjOgebmRkKSXCEy5U5w,Elise's Tea Room,3924 Atlantic Ave Long Beach CA 90807,230,4,2,(562) 424-2134,Coffee & Tea,0
3KztPt62_BR1EO2_RCRhBQ,Wollensky Grill,210 E 49th St New York NY 10017,90,3.5,3,(212) 753-0444,American (New),0
3L3_Izs_mPMUfrBbFDtpBw,Stir Cafe,32 Broadway Ste 1 New York NY 10004,71,2,1,(212) 425-5121,Sandwiches,0
3LNcgFUGdwJil-KDQPZmdQ,The Spotted Pig,314 W 11th St New York NY 10014,2760,3.5,3,(212) 620-0393,Burgers,1
3LRZQolTdyps07RSoaIXpA,Poco - NYC,33 Avenue B New York NY 10009,1302,3.5,2,(212) 228-4461,Tapas Bars,1
3LZhWUqvEMaoc1vnAkmAlQ,Socarrat Paella Bar - Midtown East,953 2nd Ave New York NY 10022,376,3.5,3,(212) 759-0101,Spanish,1
3ML4W_QRwpWczS6hFgs3uA,Tin Marin,3708 Riverdale Ave Bronx NY 10463,222,3.5,2,(718) 884-4800,Tapas/Small Plates,0
3Mo_yoM5xvHQ9ENTKlHCFA,La Bussola Ristorante,40 School St Glen Cove NY 11542,52,4,3,(516) 671-2100,Italian,0
3N3XesISm5tg_nsjL10eFA,Chapati House,3153 Broadway New York NY 10027,179,4,1,(212) 749-7200,Indian,0
3NbhYebjZPjLTWZZyRuhsw,The Winslow,243 E 14th St New York NY 10003,405,4,2,(212) 777-7717,Pubs,0
3O8IdtlrHNBzxEnPGD1ONw,Asellina,420 Park Ave S New York NY 10016,346,3.5,3,(212) 317-2908,Italian,0
3OHdJGuwAOpwklzgc8Fwvg,Bj's Deli,237 Main St Tullytown PA 19007,1,5,0,(215) 945-9556,Delis,0
3OKf1QQnDhjkBKVg0eMllQ,Sushi Gallery,71 Clark St Brooklyn NY 11201,107,4.5,2,(718) 222-0308,Sushi Bars,0
3OT1deSiIYhrcXWJ1sD3wA,Shui Mei Cafe,67 E Broadway New York NY 10002,30,4.5,1,(212) 791-2819,Cafes,0
3Ofho8rTUhqT66s_qsqJqg,The Churro Man,L Train 6th Ave Station New York NY 10079,3,4.5,1,,Desserts,0
3P8hb1ZOCA8IjEGfqpSpxg,Sfoglia Restaurant,1402 Lexington Ave New York NY 10128,245,4,3,(212) 831-1402,Italian,0
3PR4Ehqlpz4x_QlIdyWmtQ,Gold Star Jerk Center,3768 White Plains Rd Bronx NY 10467,45,3.5,2,(718) 655-5585,Caribbean,0
3PabSEZ2ESexVFZznyozVw,Delice & Sarrasin,20 Christopher St New York NY 10014,233,4.5,2,(212) 243-7200,French,0
3Q4FMHLSTM8sATaEHeZ6Tg,Blanca,261 Moore St Brooklyn NY 11206,145,4,4,(347) 799-2807,American (New),0
3QOJ7qUmWzereV28KSMkAA,Healthy Vegetarian PUSH Cart,Liberty St Manhattan NY,1,4,0,(646) 807-7294,Vegetarian,0
3R-S958SenPaaveuPzSN9g,Le Paddock,1235 Prospect Ave Brooklyn NY 11218,252,4,2,(718) 435-0921,French,0
3RzOtG3BmPaZy7NtlbGfsg,The Crosby Bar,79 Crosby St New York NY 10012,125,3.5,3,(212) 226-6400,Bars,0
3SNn7Alolg_WZAJhsOWkJw,The Greene Turtle Sports Bar and Grille,700 Hempstead Tpke Franklin Square NY 11010,236,4,2,(516) 743-9700,Sports Bars,0
3TAyK5RnltINUjqQpNNmmQ,Noodles & Company,996 Old Country Rd Garden City NY 11530,228,3.5,2,(516) 794-4942,Noodles,0
3TMP2pncE-0LwoDukbaqlg,Cafe Hong Kong,51 Bayard St New York NY 10013,133,3,2,(212) 608-5359,Cantonese,0
3UglwB0blX7q75p1mf82HA,River Mill,100 Ocean Ave Lynbrook NY 11563,141,4,2,(516) 599-2700,American (New),0
3Uzy1yp1SXq3FG-i2hEcyA,Luckydog,303 Bedford Ave Brooklyn NY 11211,256,4,1,(347) 294-4971,Bars,0
3VdNPvj6d6EJ2fZj7p1n9g,La Villa Pizzeria & Restaurant,6610 Ave U Brooklyn NY 11234,228,4,2,(718) 251-8030,Pizza,0
3WRERKK6G73GdPA74MPqlQ,Le Pain Quotidien,861 Lexington Manhattan NY 10065,13,4,4,,Coffee & Tea,0
3W_yj4AVk32FIHnUvkB3sA,Dynamite Seafood,3720 Prince St Ste 1D Flushing NY 11354,47,4,2,(718) 321-0800,Cajun/Creole,0
3WaWiM05jT9W-TxW9cyv6A,Bon Appetit Grill and Crepes,759 Rt 34 Matawan NJ 07747,76,5,2,(732) 970-5583,Mediterranean,0
3Wev33vIykOeHCjYg4LaYg,Old Village Pizza,897 Rancocas Rd Westampton Township NJ 08060,5,3,0,(609) 261-3737,Pizza,0
3XCks9WQvKmlhE5rUMYvJg,Golden Eagle Restaurant,2101 E Willow St Signal Hill CA 90755,331,4,1,(562) 492-1336,Comfort Food,0
3XH2ZQZ73lJ0vFzbl7CH6A,Press 195,22 N Park Ave Rockville Centre NY 11570,460,4.5,2,(516) 536-1950,American (New),0
3Yaznkq52rhnMNnNlorF7g,Ashley's,1731 E 4th St Long Beach CA 90802,89,3.5,1,(562) 495-5700,Dive Bars,0
3Yt69_0efGNBipTHK1L2lQ,Sam Won Gahk,219-01 Northern Blvd Bayside NY 11361,68,3.5,2,(718) 352-5600,Chinese,0
3ZqGKPgCGsNSkhfVDCa6cQ,Fuji Grill,2704 Carson St Lakewood CA 90712,125,3.5,1,(562) 627-8300,Japanese,0
3aMjf-zblMsOYnzXV5D70A,Moo Burger,240 Court St Brooklyn NY 11201,391,4,2,(718) 246-8259,Burgers,0
3aNg3MdxBI1QoGH8KNzpzw,Tower Diner,9895 Queens Blvd Rego Park NY 11374,199,3.5,2,(718) 459-7000,Diners,0
3ahcwkc4fTd_4M05j1kKiQ,Pete's Candy Store,709 Lorimer St Brooklyn NY 11211,237,4,1,(718) 302-3770,Music Venues,0
3avnlw2aM-OLG7fXh6_kKQ,China One,1936 N Lakewood Blvd Long Beach CA 90815,162,3,1,(562) 498-1605,Chinese,0
3bi8Z9rTymbSjwNvqlxrQQ,North Shore Pizzeria,1376 Forest Ave Staten Island NY 10302,17,3.5,1,(718) 447-1600,Pizza,0
3bnm05Z90OHEPl_Q3p4fsg,Shaking Crab - Flushing,37-02 Prince St Flushing NY 11354,220,4,2,(917) 563-5368,Cajun/Creole,0
3cf34Hwpqc0AoVnufRKlMg,Freshark Juice Bar & Grill,312 Sunrise Hwy Rockville Centre NY 11570,126,3.5,2,(516) 764-2881,Juice Bars & Smoothies,0
3eUJvRQxLlyy_2On-OKPXQ,Country Cousins Deli,310 Ward Ave Bordentown NJ 08505,1,1,0,(609) 298-6466,Delis,0
3eqt14V57EIs3ZU6JYdYcA,Raymond's,28 Church St Montclair NJ 07042,820,4,2,(973) 744-9263,American (Traditional),0
3gIgqK6ZJshn4ckZMTdI0Q,Naturally Delicious,225 Broadway New York NY 10007,1,4,0,,American (New),0
3glTTm7uDvRPAglP7CzaRQ,Selamat Pagi,152 Driggs Ave Brooklyn NY 11222,217,4,2,(718) 701-4333,Indonesian,0
3gqKLANaXNsHZnPDjKrcTg,Win Son,159 Graham Ave Brooklyn NY 11206,226,4.5,2,(347) 457-6010,Taiwanese,0
3gtheZvv3Or0YzWXIl3SJg,Benoit,60 W 55th St New York NY 10019,381,3.5,3,(646) 943-7373,French,0
3hRBov7uyvPmOhK74xqj8A,Primo Pizzeria,1282 Richmond Rd Staten Island NY 10304,27,3.5,2,(718) 667-8882,Pizza,0
3hRE9hN7Yp9AHJD8ahAVDQ,MarkJoseph Steakhouse,261 Water St New York NY 10038,337,4,4,(212) 277-0020,Steakhouses,0
3hX18ivtVrDvUJCl7pRgfA,Lavazza Premium Coffees,120 Wall St Fl 27 New York NY 10005,1,5,1,(212) 725-8800,Coffee & Tea,0
3idAtiEXe_XfTcPoZC_DcQ,Westville - East,173 Ave A New York NY 10009,954,4,2,(212) 677-2033,American (Traditional),1
3jivt3RU-HlUZfk6I2kaqw,Valenca Restaurant,665 Monroe Ave Elizabeth NJ 07201,635,4,2,(908) 354-4024,Steakhouses,0
3k9_mItrIx7xQfLbE5dplw,Samakmak Seafood,772 Westside Ave Jersey City NJ 07306,31,5,2,(201) 333-3474,Mediterranean,0
3kOcNdSL7zojSD76FIcVMw,Squibb Park,67 Furman St Brooklyn NY 11207,1,4,0,,Parks,0
3km5RrRp0sr0axrcL_lb-w,Matiz  Latin Cuisine,11072 Queens Blvd Forest Hills NY 11375,213,4,2,(718) 880-1213,Latin American,0
3lACGsU8feB0RXhAVGOc8g,El Luchador,87 South St New York NY 10038,370,3.5,1,,Mexican,0
3lLBRLbXAIgd1yZgWgnfeg,Dutch Kills,27-24 Jackson Ave Long Island City NY 11101,673,4,2,(718) 383-2724,Lounges,0
3lzpz9U3xLuiBsefmxMzYQ,Coromandel Cuisine of India,30 Division St New Rochelle NY 10801,167,4,2,(914) 235-8390,Indian,0
3m7HQ3sV8PN_ogpCDiRP9Q,Elena's Restaurant 43,89-48 Francis Lewis Blvd Queens Village NY 11427,98,3,2,(718) 468-4500,Latin American,0
3mSoxaXfEoJz-ALRiENNEw,Dumpling Galaxy,42-35 Main St Flushing NY 11355,249,3.5,2,(718) 461-0808,Chinese,0
3n96VKiKG5Tte8z-U-TaLg,SoleLuna Restaurant,40-01 Queens Blvd Sunnyside NY 11104,282,4.5,2,(929) 296-3942,Cafes,0
3na417RPVGcr7NI6FwA0HA,Le Malt Lounge,1021 Saint Georges Ave Colonia NJ 07067,141,4.5,3,(732) 510-7700,Tapas Bars,0
3nvwvbbkJN2Cyp1VUuG6rA,Dae Sung Kal Guk Su,45-14 162nd St Flushing NY 11358,201,4.5,2,(718) 460-0088,Korean,0
3o0Jp9ttSpP1wu7Focs7xg,Mamoun's Falafel,30 St Marks Pl New York NY 10003,1051,4,1,(646) 870-5785,Middle Eastern,0
3o0W7asUgP7EEKn8iFWFyA,Casa Nonna,310 W 38th St New York NY 10018,405,4,3,(212) 736-3000,Italian,0
3oKGId6hWg3x-zGmhlStLg,Korilla BBQ,2 MetroTech Ctr Metrotech Campus Brooklyn NY 11201,18,4,0,(917) 909-1297,Korean,0
